accepted,size,node,unit_price,offer,price
1,4537456976.000000,kubeadm-slave-4,342.729012,1000.000000,188.121476
1,7389734948.000000,kubeadm-slave-2,45.471921,1000.000000,40.648746
1,7055098476.000000,kubeadm-slave-3,84.406801,1000.000000,72.036982
1,5020276103.000000,kubeadm-slave-1,427.288987,1000.000000,259.492190
0,5981740348.000000,,,1000.000000,
0,5797964259.000000,,,1000.000000,
0,6606371891.000000,,,1000.000000,
0,7154893405.000000,,,1000.000000,
0,4375438347.000000,,,1000.000000,
0,4113389906.000000,,,1000.000000,
0,7343060416.000000,,,1000.000000,
0,5731068272.000000,,,1000.000000,
0,7049120330.000000,,,1000.000000,
0,4008424213.000000,,,1000.000000,
0,5781548776.000000,,,1000.000000,
0,6886160129.000000,,,1000.000000,
0,4915048885.000000,,,1000.000000,
0,7781082782.000000,,,1000.000000,
0,7605709830.000000,,,1000.000000,
0,4122359932.000000,,,1000.000000,
0,4101783444.000000,,,1000.000000,
0,6165649891.000000,,,1000.000000,
0,7756596651.000000,,,1000.000000,
0,5524816951.000000,,,1000.000000,
0,4866397589.000000,,,1000.000000,
0,5688466302.000000,,,1000.000000,
0,4116163150.000000,,,1000.000000,
0,4886766665.000000,,,1000.000000,
0,5751550375.000000,,,1000.000000,
0,5983248966.000000,,,1000.000000,
0,4932337801.000000,,,1000.000000,
0,4923466166.000000,,,1000.000000,
0,4875124149.000000,,,1000.000000,
0,5838413863.000000,,,1000.000000,
0,5159126458.000000,,,1000.000000,
0,4085958821.000000,,,1000.000000,
0,7350311903.000000,,,1000.000000,
0,6225817291.000000,,,1000.000000,
0,6569177452.000000,,,1000.000000,
0,4743625064.000000,,,1000.000000,
