accepted,size,node,unit_price,offer,price
1,922210926.000000,kubeadm-slave-2,1.000000,1000.000000,0.111559
1,878977201.000000,kubeadm-slave-1,1.000000,1000.000000,0.106329
1,710285790.000000,kubeadm-slave-4,1.000000,1000.000000,0.085923
1,629458375.000000,kubeadm-slave-4,1.000000,1000.000000,0.076145
1,755637361.000000,kubeadm-slave-4,1.479834,1000.000000,0.135270
1,702467069.000000,kubeadm-slave-4,3.048863,1000.000000,0.259083
1,891899295.000000,kubeadm-slave-4,5.969992,1000.000000,0.644117
1,651656363.000000,kubeadm-slave-4,14.012253,1000.000000,1.104591
1,738298477.000000,kubeadm-slave-4,26.135734,1000.000000,2.334219
1,791691020.000000,kubeadm-slave-4,52.961027,1000.000000,5.072092
1,954056443.000000,kubeadm-slave-4,112.943100,1000.000000,13.034932
1,752343428.000000,kubeadm-slave-4,281.330460,1000.000000,25.604003
1,640918922.000000,kubeadm-slave-3,1.000000,1000.000000,0.077531
1,877902102.000000,kubeadm-slave-2,1.000000,1000.000000,0.106199
1,809184498.000000,kubeadm-slave-2,2.058504,1000.000000,0.201500
1,625253171.000000,kubeadm-slave-2,4.463984,1000.000000,0.337640
1,954873128.000000,kubeadm-slave-2,8.118584,1000.000000,0.937780
1,991392738.000000,kubeadm-slave-2,20.238421,1000.000000,2.427154
1,905108618.000000,kubeadm-slave-2,52.245011,1000.000000,5.720323
1,951082975.000000,kubeadm-slave-2,124.184329,1000.000000,14.287630
1,655073785.000000,kubeadm-slave-1,1.000000,1000.000000,0.079244
1,864915874.000000,kubeadm-slave-1,1.595945,1000.000000,0.166981
1,949419144.000000,kubeadm-slave-1,3.650413,1000.000000,0.419252
1,841991966.000000,kubeadm-slave-1,9.052582,1000.000000,0.922052
1,736071358.000000,kubeadm-slave-1,20.256902,1000.000000,1.803715
1,550350604.000000,kubeadm-slave-2,308.452674,1000.000000,20.535391
1,717085918.000000,kubeadm-slave-1,40.960899,1000.000000,3.553167
1,805443487.000000,kubeadm-slave-1,81.335200,1000.000000,7.924805
1,956505527.000000,kubeadm-slave-1,175.749957,1000.000000,20.335633
1,983303184.000000,kubeadm-slave-3,1.000000,1000.000000,0.118949
1,738504888.000000,kubeadm-slave-3,1.739718,1000.000000,0.155420
1,932654964.000000,kubeadm-slave-3,3.526033,1000.000000,0.397816
1,630246155.000000,kubeadm-slave-3,8.605028,1000.000000,0.656051
1,902513914.000000,kubeadm-slave-3,15.724769,1000.000000,1.716774
1,774349652.000000,kubeadm-slave-3,37.284498,1000.000000,3.492532
1,507020850.000000,kubeadm-slave-3,78.203688,1000.000000,4.796540
1,859852343.000000,kubeadm-slave-3,127.018219,1000.000000,13.211888
1,699411771.000000,kubeadm-slave-1,438.803150,1000.000000,37.125957
1,912422489.000000,kubeadm-slave-3,289.125596,1000.000000,31.912256
1,834076601.000000,kubeadm-master,1.000000,1000.000000,0.418540
